0.0,0.0,0
0.0,0.03125,1
0.0,0.0625,2
0.0,0.09375,3
0.0,0.125,4
0.0,0.15625,5
0.0,0.1875,6
0.0,0.21875,7
0.0,0.25,8
0.0,0.28125,9
0.0,0.3125,10
0.0,0.34375,11
0.0,0.375,12
0.0,0.40625,13
0.0,0.4375,14
0.0,0.46875,15
0.0,0.5,16
0.0,0.53125,17
0.0,0.5625,18
0.0,0.59375,19
0.0,0.625,20
0.0,0.65625,21
0.0,0.6875,22
0.0,0.71875,23
0.0,0.75,24
0.0,0.78125,25
0.0,0.8125,26
0.0,0.84375,27
0.0,0.875,28
0.0,0.90625,29
0.0,0.9375,30
0.0,0.96875,31
0.03125,0.0,32
0.03125,0.03125,33
0.03125,0.0625,34
0.03125,0.09375,35
0.03125,0.125,36
0.03125,0.15625,37
0.03125,0.1875,38
0.03125,0.21875,39
0.03125,0.25,40
0.03125,0.28125,41
0.03125,0.3125,42
0.03125,0.34375,43
0.03125,0.375,44
0.03125,0.40625,45
0.03125,0.4375,46
0.03125,0.46875,47
0.03125,0.5,48
0.03125,0.53125,49
0.03125,0.5625,50
0.03125,0.59375,51
0.03125,0.625,52
0.03125,0.65625,53
0.03125,0.6875,54
0.03125,0.71875,55
0.03125,0.75,56
0.03125,0.78125,57
0.03125,0.8125,58
0.03125,0.84375,59
0.03125,0.875,60
0.03125,0.90625,61
0.03125,0.9375,62
0.03125,0.96875,63
0.0625,0.0,64
0.0625,0.03125,65
0.0625,0.0625,66
0.0625,0.09375,67
0.0625,0.125,68
0.0625,0.15625,69
0.0625,0.1875,70
0.0625,0.21875,71
0.0625,0.25,72
0.0625,0.28125,73
0.0625,0.3125,74
0.0625,0.34375,75
0.0625,0.375,76
0.0625,0.40625,77
0.0625,0.4375,78
0.0625,0.46875,79
0.0625,0.5,80
0.0625,0.53125,81
0.0625,0.5625,82
0.0625,0.59375,83
0.0625,0.625,84
0.0625,0.65625,85
0.0625,0.6875,86
0.0625,0.71875,87
0.0625,0.75,88
0.0625,0.78125,89
0.0625,0.8125,90
0.0625,0.84375,91
0.0625,0.875,92
0.0625,0.90625,93
0.0625,0.9375,94
0.0625,0.96875,95
0.09375,0.0,96
0.09375,0.03125,97
0.09375,0.0625,98
0.09375,0.09375,99
0.09375,0.125,100
0.09375,0.15625,101
0.09375,0.1875,102
0.09375,0.21875,103
0.09375,0.25,104
0.09375,0.28125,105
0.09375,0.3125,106
0.09375,0.34375,107
0.09375,0.375,108
0.09375,0.40625,109
0.09375,0.4375,110
0.09375,0.46875,111
0.09375,0.5,112
0.09375,0.53125,113
0.09375,0.5625,114
0.09375,0.59375,115
0.09375,0.625,116
0.09375,0.65625,117
0.09375,0.6875,118
0.09375,0.71875,119
0.09375,0.75,120
0.09375,0.78125,121
0.09375,0.8125,122
0.09375,0.84375,123
0.09375,0.875,124
0.09375,0.90625,125
0.09375,0.9375,126
0.09375,0.96875,127
0.125,0.0,128
0.125,0.03125,129
0.125,0.0625,130
0.125,0.09375,131
0.125,0.125,132
0.125,0.15625,133
0.125,0.1875,134
0.125,0.21875,135
0.125,0.25,136
0.125,0.28125,137
0.125,0.3125,138
0.125,0.34375,139
0.125,0.375,140
0.125,0.40625,141
0.125,0.4375,142
0.125,0.46875,143
0.125,0.5,144
0.125,0.53125,145
0.125,0.5625,146
0.125,0.59375,147
0.125,0.625,148
0.125,0.65625,149
0.125,0.6875,150
0.125,0.71875,151
0.125,0.75,152
0.125,0.78125,153
0.125,0.8125,154
0.125,0.84375,155
0.125,0.875,156
0.125,0.90625,157
0.125,0.9375,158
0.125,0.96875,159
0.15625,0.0,160
0.15625,0.03125,161
0.15625,0.0625,162
0.15625,0.09375,163
0.15625,0.125,164
0.15625,0.15625,165
0.15625,0.1875,166
0.15625,0.21875,167
0.15625,0.25,168
0.15625,0.28125,169
0.15625,0.3125,170
0.15625,0.34375,171
0.15625,0.375,172
0.15625,0.40625,173
0.15625,0.4375,174
0.15625,0.46875,175
0.15625,0.5,176
0.15625,0.53125,177
0.15625,0.5625,178
0.15625,0.59375,179
0.15625,0.625,180
0.15625,0.65625,181
0.15625,0.6875,182
0.15625,0.71875,183
0.15625,0.75,184
0.15625,0.78125,185
0.15625,0.8125,186
0.15625,0.84375,187
0.15625,0.875,188
0.15625,0.90625,189
0.15625,0.9375,190
0.15625,0.96875,191
0.1875,0.0,192
0.1875,0.03125,193
0.1875,0.0625,194
0.1875,0.09375,195
0.1875,0.125,196
0.1875,0.15625,197
0.1875,0.1875,198
0.1875,0.21875,199
0.1875,0.25,200
0.1875,0.28125,201
0.1875,0.3125,202
0.1875,0.34375,203
0.1875,0.375,204
0.1875,0.40625,205
0.1875,0.4375,206
0.1875,0.46875,207
0.1875,0.5,208
0.1875,0.53125,209
0.1875,0.5625,210
0.1875,0.59375,211
0.1875,0.625,212
0.1875,0.65625,213
0.1875,0.6875,214
0.1875,0.71875,215
0.1875,0.75,216
0.1875,0.78125,217
0.1875,0.8125,218
0.1875,0.84375,219
0.1875,0.875,220
0.1875,0.90625,221
0.1875,0.9375,222
0.1875,0.96875,223
0.21875,0.0,224
0.21875,0.03125,225
0.21875,0.0625,226
0.21875,0.09375,227
0.21875,0.125,228
0.21875,0.15625,229
0.21875,0.1875,230
0.21875,0.21875,231
0.21875,0.25,232
0.21875,0.28125,233
0.21875,0.3125,234
0.21875,0.34375,235
0.21875,0.375,236
0.21875,0.40625,237
0.21875,0.4375,238
0.21875,0.46875,239
0.21875,0.5,240
0.21875,0.53125,241
0.21875,0.5625,242
0.21875,0.59375,243
0.21875,0.625,244
0.21875,0.65625,245
0.21875,0.6875,246
0.21875,0.71875,247
0.21875,0.75,248
0.21875,0.78125,249
0.21875,0.8125,250
0.21875,0.84375,251
0.21875,0.875,252
0.21875,0.90625,253
0.21875,0.9375,254
0.21875,0.96875,255
0.25,0.0,256
0.25,0.03125,257
0.25,0.0625,258
0.25,0.09375,259
0.25,0.125,260
0.25,0.15625,261
0.25,0.1875,262
0.25,0.21875,263
0.25,0.25,264
0.25,0.28125,265
0.25,0.3125,266
0.25,0.34375,267
0.25,0.375,268
0.25,0.40625,269
0.25,0.4375,270
0.25,0.46875,271
0.25,0.5,272
0.25,0.53125,273
0.25,0.5625,274
0.25,0.59375,275
0.25,0.625,276
0.25,0.65625,277
0.25,0.6875,278
0.25,0.71875,279
0.25,0.75,280
0.25,0.78125,281
0.25,0.8125,282
0.25,0.84375,283
0.25,0.875,284
0.25,0.90625,285
0.25,0.9375,286
0.25,0.96875,287
0.28125,0.0,288
0.28125,0.03125,289
0.28125,0.0625,290
0.28125,0.09375,291
0.28125,0.125,292
0.28125,0.15625,293
0.28125,0.1875,294
0.28125,0.21875,295
0.28125,0.25,296
0.28125,0.28125,297
0.28125,0.3125,298
0.28125,0.34375,299
0.28125,0.375,300
0.28125,0.40625,301
0.28125,0.4375,302
0.28125,0.46875,303
0.28125,0.5,304
0.28125,0.53125,305
0.28125,0.5625,306
0.28125,0.59375,307
0.28125,0.625,308
0.28125,0.65625,309
0.28125,0.6875,310
0.28125,0.71875,311
0.28125,0.75,312
0.28125,0.78125,313
0.28125,0.8125,314
0.28125,0.84375,315
0.28125,0.875,316
0.28125,0.90625,317
0.28125,0.9375,318
0.28125,0.96875,319
0.3125,0.0,320
0.3125,0.03125,321
0.3125,0.0625,322
0.3125,0.09375,323
0.3125,0.125,324
0.3125,0.15625,325
0.3125,0.1875,326
0.3125,0.21875,327
0.3125,0.25,328
0.3125,0.28125,329
0.3125,0.3125,330
0.3125,0.34375,331
0.3125,0.375,332
0.3125,0.40625,333
0.3125,0.4375,334
0.3125,0.46875,335
0.3125,0.5,336
0.3125,0.53125,337
0.3125,0.5625,338
0.3125,0.59375,339
0.3125,0.625,340
0.3125,0.65625,341
0.3125,0.6875,342
0.3125,0.71875,343
0.3125,0.75,344
0.3125,0.78125,345
0.3125,0.8125,346
0.3125,0.84375,347
0.3125,0.875,348
0.3125,0.90625,349
0.3125,0.9375,350
0.3125,0.96875,351
0.34375,0.0,352
0.34375,0.03125,353
0.34375,0.0625,354
0.34375,0.09375,355
0.34375,0.125,356
0.34375,0.15625,357
0.34375,0.1875,358
0.34375,0.21875,359
0.34375,0.25,360
0.34375,0.28125,361
0.34375,0.3125,362
0.34375,0.34375,363
0.34375,0.375,364
0.34375,0.40625,365
0.34375,0.4375,366
0.34375,0.46875,367
0.34375,0.5,368
0.34375,0.53125,369
0.34375,0.5625,370
0.34375,0.59375,371
0.34375,0.625,372
0.34375,0.65625,373
0.34375,0.6875,374
0.34375,0.71875,375
0.34375,0.75,376
0.34375,0.78125,377
0.34375,0.8125,378
0.34375,0.84375,379
0.34375,0.875,380
0.34375,0.90625,381
0.34375,0.9375,382
0.34375,0.96875,383
0.375,0.0,384
0.375,0.03125,385
0.375,0.0625,386
